strategy,generation_interval_ms,poll_interval_ms,long_poll_timeout_ms,request_started_at,response_received_at,request_latency_ms,data_age_ms,message_id,duplicate,missed_messages,http_status,response_bytes
mqtt,1000,,,1779052620820,1779052621040,-1,1,1,False,0,200,266
mqtt,1000,,,1779052620820,1779052622044,-1,2,2,False,0,200,263
mqtt,1000,,,1779052620820,1779052623045,-1,2,3,False,0,200,263
mqtt,1000,,,1779052620820,1779052624045,-1,1,4,False,0,200,266
mqtt,1000,,,1779052620820,1779052625047,-1,2,5,False,0,200,266
mqtt,1000,,,1779052620820,1779052626048,-1,1,6,False,0,200,260
mqtt,1000,,,1779052620820,1779052627050,-1,2,7,False,0,200,263
mqtt,1000,,,1779052620820,1779052628051,-1,2,8,False,0,200,263
mqtt,1000,,,1779052620820,1779052629053,-1,3,9,False,0,200,264
mqtt,1000,,,1779052620820,1779052630054,-1,3,10,False,0,200,262
mqtt,1000,,,1779052620820,1779052631054,-1,2,11,False,0,200,265
mqtt,1000,,,1779052620820,1779052632055,-1,2,12,False,0,200,262
mqtt,1000,,,1779052620820,1779052633057,-1,2,13,False,0,200,265
mqtt,1000,,,1779052620820,1779052634058,-1,2,14,False,0,200,268
mqtt,1000,,,1779052620820,1779052635059,-1,2,15,False,0,200,265
mqtt,1000,,,1779052620820,1779052636061,-1,2,16,False,0,200,265
mqtt,1000,,,1779052620820,1779052637063,-1,3,17,False,0,200,262
mqtt,1000,,,1779052620820,1779052638063,-1,2,18,False,0,200,265
mqtt,1000,,,1779052620820,1779052639064,-1,2,19,False,0,200,265
mqtt,1000,,,1779052620820,1779052640065,-1,2,20,False,0,200,265
mqtt,1000,,,1779052620820,1779052641065,-1,2,21,False,0,200,265
mqtt,1000,,,1779052620820,1779052642067,-1,2,22,False,0,200,265
mqtt,1000,,,1779052620820,1779052643069,-1,2,23,False,0,200,265
mqtt,1000,,,1779052620820,1779052644069,-1,1,24,False,0,200,262
mqtt,1000,,,1779052620820,1779052645072,-1,2,25,False,0,200,265
mqtt,1000,,,1779052620820,1779052646072,-1,1,26,False,0,200,262
mqtt,1000,,,1779052620820,1779052647073,-1,1,27,False,0,200,265
mqtt,1000,,,1779052620820,1779052648074,-1,1,28,False,0,200,265
mqtt,1000,,,1779052620820,1779052649075,-1,2,29,False,0,200,262
mqtt,1000,,,1779052620820,1779052650075,-1,1,30,False,0,200,265
mqtt,1000,,,1779052620820,1779052651078,-1,2,31,False,0,200,265
mqtt,1000,,,1779052620820,1779052652080,-1,3,32,False,0,200,265
mqtt,1000,,,1779052620820,1779052653081,-1,2,33,False,0,200,265
mqtt,1000,,,1779052620820,1779052654083,-1,3,34,False,0,200,262
mqtt,1000,,,1779052620820,1779052655084,-1,2,35,False,0,200,265
mqtt,1000,,,1779052620820,1779052656086,-1,2,36,False,0,200,264
mqtt,1000,,,1779052620820,1779052657087,-1,3,37,False,0,200,265
mqtt,1000,,,1779052620820,1779052658089,-1,3,38,False,0,200,271
mqtt,1000,,,1779052620820,1779052659089,-1,1,39,False,0,200,265
mqtt,1000,,,1779052620820,1779052660091,-1,2,40,False,0,200,265
mqtt,1000,,,1779052620820,1779052661092,-1,1,41,False,0,200,262
mqtt,1000,,,1779052620820,1779052662095,-1,3,42,False,0,200,265
mqtt,1000,,,1779052620820,1779052663095,-1,2,43,False,0,200,265
mqtt,1000,,,1779052620820,1779052664097,-1,3,44,False,0,200,265
mqtt,1000,,,1779052620820,1779052665098,-1,2,45,False,0,200,265
mqtt,1000,,,1779052620820,1779052666101,-1,3,46,False,0,200,265
mqtt,1000,,,1779052620820,1779052667101,-1,1,47,False,0,200,271
mqtt,1000,,,1779052620820,1779052668103,-1,1,48,False,0,200,267
mqtt,1000,,,1779052620820,1779052669105,-1,2,49,False,0,200,271
mqtt,1000,,,1779052620820,1779052670107,-1,3,50,False,0,200,265
mqtt,1000,,,1779052620820,1779052671107,-1,1,51,False,0,200,265
mqtt,1000,,,1779052620820,1779052672108,-1,2,52,False,0,200,271
mqtt,1000,,,1779052620820,1779052673109,-1,1,53,False,0,200,264
mqtt,1000,,,1779052620820,1779052674109,-1,1,54,False,0,200,262
mqtt,1000,,,1779052620820,1779052675110,-1,1,55,False,0,200,265
mqtt,1000,,,1779052620820,1779052676111,-1,1,56,False,0,200,265
mqtt,1000,,,1779052620820,1779052677114,-1,3,57,False,0,200,265
mqtt,1000,,,1779052620820,1779052678116,-1,3,58,False,0,200,271
mqtt,1000,,,1779052620820,1779052679116,-1,2,59,False,0,200,265
mqtt,1000,,,1779052620820,1779052680118,-1,3,60,False,0,200,265
mqtt,1000,,,1779052620820,1779052681119,-1,2,61,False,0,200,265
mqtt,1000,,,1779052620820,1779052682122,-1,3,62,False,0,200,265
mqtt,1000,,,1779052620820,1779052683122,-1,2,63,False,0,200,265
mqtt,1000,,,1779052620820,1779052684125,-1,3,64,False,0,200,265
mqtt,1000,,,1779052620820,1779052685126,-1,3,65,False,0,200,265
mqtt,1000,,,1779052620820,1779052686127,-1,2,66,False,0,200,264
mqtt,1000,,,1779052620820,1779052687128,-1,2,67,False,0,200,265
mqtt,1000,,,1779052620820,1779052688130,-1,3,68,False,0,200,265
mqtt,1000,,,1779052620820,1779052689130,-1,2,69,False,0,200,262
mqtt,1000,,,1779052620820,1779052690131,-1,2,70,False,0,200,265
mqtt,1000,,,1779052620820,1779052691132,-1,1,71,False,0,200,265
mqtt,1000,,,1779052620820,1779052692133,-1,2,72,False,0,200,275
mqtt,1000,,,1779052620820,1779052693133,-1,1,73,False,0,200,265
mqtt,1000,,,1779052620820,1779052694134,-1,1,74,False,0,200,266
mqtt,1000,,,1779052620820,1779052695135,-1,1,75,False,0,200,266
mqtt,1000,,,1779052620820,1779052696138,-1,3,76,False,0,200,266
mqtt,1000,,,1779052620820,1779052697138,-1,2,77,False,0,200,266
mqtt,1000,,,1779052620820,1779052698139,-1,2,78,False,0,200,265
mqtt,1000,,,1779052620820,1779052699141,-1,3,79,False,0,200,266
mqtt,1000,,,1779052620820,1779052700143,-1,3,80,False,0,200,266
mqtt,1000,,,1779052620820,1779052701144,-1,2,81,False,0,200,266
mqtt,1000,,,1779052620820,1779052702145,-1,2,82,False,0,200,266
mqtt,1000,,,1779052620820,1779052703147,-1,3,83,False,0,200,266
mqtt,1000,,,1779052620820,1779052704148,-1,2,84,False,0,200,266
mqtt,1000,,,1779052620820,1779052705150,-1,2,85,False,0,200,262
mqtt,1000,,,1779052620820,1779052706151,-1,2,86,False,0,200,265
mqtt,1000,,,1779052620820,1779052707153,-1,2,87,False,0,200,266
mqtt,1000,,,1779052620820,1779052708154,-1,2,88,False,0,200,266
mqtt,1000,,,1779052620820,1779052709155,-1,2,89,False,0,200,266
