strategy,generation_interval_ms,poll_interval_ms,long_poll_timeout_ms,request_started_at,response_received_at,request_latency_ms,data_age_ms,message_id,duplicate,missed_messages,http_status,response_bytes
mqtt,1000,,,1779052497756,1779052497979,-1,2,1,False,0,200,266
mqtt,1000,,,1779052497756,1779052498981,-1,2,2,False,0,200,263
mqtt,1000,,,1779052497756,1779052499982,-1,2,3,False,0,200,263
mqtt,1000,,,1779052497756,1779052500983,-1,2,4,False,0,200,266
mqtt,1000,,,1779052497756,1779052501983,-1,1,5,False,0,200,266
mqtt,1000,,,1779052497756,1779052502985,-1,2,6,False,0,200,260
mqtt,1000,,,1779052497756,1779052503986,-1,2,7,False,0,200,263
mqtt,1000,,,1779052497756,1779052504987,-1,2,8,False,0,200,263
mqtt,1000,,,1779052497756,1779052505988,-1,2,9,False,0,200,264
mqtt,1000,,,1779052497756,1779052506988,-1,1,10,False,0,200,262
mqtt,1000,,,1779052497756,1779052507989,-1,2,11,False,0,200,265
mqtt,1000,,,1779052497756,1779052508990,-1,2,12,False,0,200,262
mqtt,1000,,,1779052497756,1779052509992,-1,2,13,False,0,200,265
mqtt,1000,,,1779052497756,1779052510992,-1,2,14,False,0,200,268
mqtt,1000,,,1779052497756,1779052511993,-1,2,15,False,0,200,265
mqtt,1000,,,1779052497756,1779052512995,-1,2,16,False,0,200,265
mqtt,1000,,,1779052497756,1779052513995,-1,1,17,False,0,200,262
mqtt,1000,,,1779052497756,1779052514996,-1,2,18,False,0,200,265
mqtt,1000,,,1779052497756,1779052515997,-1,1,19,False,0,200,265
mqtt,1000,,,1779052497756,1779052516998,-1,2,20,False,0,200,265
mqtt,1000,,,1779052497756,1779052518000,-1,3,21,False,0,200,265
mqtt,1000,,,1779052497756,1779052519001,-1,2,22,False,0,200,265
mqtt,1000,,,1779052497756,1779052520001,-1,1,23,False,0,200,265
mqtt,1000,,,1779052497756,1779052521002,-1,1,24,False,0,200,262
mqtt,1000,,,1779052497756,1779052522003,-1,1,25,False,0,200,265
mqtt,1000,,,1779052497756,1779052523004,-1,1,26,False,0,200,262
mqtt,1000,,,1779052497756,1779052524005,-1,1,27,False,0,200,265
mqtt,1000,,,1779052497756,1779052525007,-1,2,28,False,0,200,265
mqtt,1000,,,1779052497756,1779052526007,-1,1,29,False,0,200,262
mqtt,1000,,,1779052497756,1779052527009,-1,2,30,False,0,200,265
mqtt,1000,,,1779052497756,1779052528010,-1,1,31,False,0,200,265
mqtt,1000,,,1779052497756,1779052529012,-1,2,32,False,0,200,265
mqtt,1000,,,1779052497756,1779052530013,-1,1,33,False,0,200,265
mqtt,1000,,,1779052497756,1779052531015,-1,1,34,False,0,200,262
mqtt,1000,,,1779052497756,1779052532016,-1,1,35,False,0,200,265
mqtt,1000,,,1779052497756,1779052533017,-1,1,36,False,0,200,264
mqtt,1000,,,1779052497756,1779052534018,-1,2,37,False,0,200,265
mqtt,1000,,,1779052497756,1779052535019,-1,2,38,False,0,200,271
mqtt,1000,,,1779052497756,1779052536021,-1,2,39,False,0,200,265
mqtt,1000,,,1779052497756,1779052537022,-1,2,40,False,0,200,265
mqtt,1000,,,1779052497756,1779052538023,-1,1,41,False,0,200,262
mqtt,1000,,,1779052497756,1779052539024,-1,2,42,False,0,200,265
mqtt,1000,,,1779052497756,1779052540025,-1,1,43,False,0,200,265
mqtt,1000,,,1779052497756,1779052541026,-1,1,44,False,0,200,265
mqtt,1000,,,1779052497756,1779052542028,-1,2,45,False,0,200,265
mqtt,1000,,,1779052497756,1779052543030,-1,2,46,False,0,200,265
mqtt,1000,,,1779052497756,1779052544030,-1,2,47,False,0,200,271
mqtt,1000,,,1779052497756,1779052545031,-1,2,48,False,0,200,267
mqtt,1000,,,1779052497756,1779052546033,-1,2,49,False,0,200,271
mqtt,1000,,,1779052497756,1779052547034,-1,2,50,False,0,200,265
mqtt,1000,,,1779052497756,1779052548036,-1,2,51,False,0,200,265
mqtt,1000,,,1779052497756,1779052549038,-1,2,52,False,0,200,271
mqtt,1000,,,1779052497756,1779052550039,-1,2,53,False,0,200,264
mqtt,1000,,,1779052497756,1779052551039,-1,1,54,False,0,200,262
mqtt,1000,,,1779052497756,1779052552040,-1,1,55,False,0,200,265
mqtt,1000,,,1779052497756,1779052553042,-1,1,56,False,0,200,265
mqtt,1000,,,1779052497756,1779052554043,-1,0,57,False,0,200,265
mqtt,1000,,,1779052497756,1779052555045,-1,1,58,False,0,200,271
mqtt,1000,,,1779052497756,1779052556046,-1,2,59,False,0,200,265
mqtt,1000,,,1779052497756,1779052557047,-1,1,60,False,0,200,265
mqtt,1000,,,1779052497756,1779052558047,-1,1,61,False,0,200,265
mqtt,1000,,,1779052497756,1779052559049,-1,2,62,False,0,200,265
mqtt,1000,,,1779052497756,1779052560051,-1,2,63,False,0,200,265
mqtt,1000,,,1779052497756,1779052561051,-1,1,64,False,0,200,265
mqtt,1000,,,1779052497756,1779052562052,-1,0,65,False,0,200,265
mqtt,1000,,,1779052497756,1779052563053,-1,1,66,False,0,200,264
mqtt,1000,,,1779052497756,1779052564054,-1,1,67,False,0,200,265
mqtt,1000,,,1779052497756,1779052565055,-1,1,68,False,0,200,265
mqtt,1000,,,1779052497756,1779052566057,-1,3,69,False,0,200,262
mqtt,1000,,,1779052497756,1779052567058,-1,2,70,False,0,200,265
mqtt,1000,,,1779052497756,1779052568058,-1,1,71,False,0,200,265
mqtt,1000,,,1779052497756,1779052569060,-1,2,72,False,0,200,275
mqtt,1000,,,1779052497756,1779052570061,-1,2,73,False,0,200,265
mqtt,1000,,,1779052497756,1779052571061,-1,1,74,False,0,200,266
mqtt,1000,,,1779052497756,1779052572063,-1,2,75,False,0,200,266
mqtt,1000,,,1779052497756,1779052573064,-1,1,76,False,0,200,266
mqtt,1000,,,1779052497756,1779052574065,-1,1,77,False,0,200,266
