strategy,generation_interval_ms,poll_interval_ms,long_poll_timeout_ms,request_started_at,response_received_at,request_latency_ms,data_age_ms,message_id,duplicate,missed_messages,http_status,response_bytes
long_polling,1000,,30000,1779046627269,1779046627271,2,3,1,False,0,200,303
long_polling,1000,,30000,1779046627271,1779046628271,1000,2,2,False,0,200,302
long_polling,1000,,30000,1779046628271,1779046629271,1000,1,3,False,0,200,302
long_polling,1000,,30000,1779046629272,1779046630272,1000,1,4,False,0,200,305
long_polling,1000,,30000,1779046630273,1779046631276,1003,4,5,False,0,200,305
long_polling,1000,,30000,1779046631276,1779046632274,998,1,6,False,0,200,299
long_polling,1000,,30000,1779046632274,1779046633276,1002,2,7,False,0,200,300
long_polling,1000,,30000,1779046633276,1779046634276,1000,1,8,False,0,200,302
long_polling,1000,,30000,1779046634276,1779046635278,1002,2,9,False,0,200,303
long_polling,1000,,30000,1779046635278,1779046636278,1000,1,10,False,0,200,300
long_polling,1000,,30000,1779046636278,1779046637280,1002,2,11,False,0,200,304
long_polling,1000,,30000,1779046637280,1779046638281,1001,2,12,False,0,200,301
long_polling,1000,,30000,1779046638281,1779046639282,1001,2,13,False,0,200,304
long_polling,1000,,30000,1779046639282,1779046640283,1001,2,14,False,0,200,307
long_polling,1000,,30000,1779046640283,1779046641284,1001,2,15,False,0,200,303
long_polling,1000,,30000,1779046641284,1779046642284,1000,1,16,False,0,200,304
long_polling,1000,,30000,1779046642285,1779046643286,1001,2,17,False,0,200,301
long_polling,1000,,30000,1779046643286,1779046644286,1000,1,18,False,0,200,304
long_polling,1000,,30000,1779046644286,1779046645287,1001,2,19,False,0,200,304
long_polling,1000,,30000,1779046645288,1779046646288,1000,2,20,False,0,200,304
long_polling,1000,,30000,1779046646289,1779046647289,1000,2,21,False,0,200,304
long_polling,1000,,30000,1779046647289,1779046648290,1001,2,22,False,0,200,304
long_polling,1000,,30000,1779046648290,1779046649290,1000,1,23,False,0,200,304
long_polling,1000,,30000,1779046649290,1779046650292,1002,2,24,False,0,200,300
long_polling,1000,,30000,1779046650293,1779046651293,1000,2,25,False,0,200,304
long_polling,1000,,30000,1779046651293,1779046652294,1001,3,26,False,0,200,301
long_polling,1000,,30000,1779046652295,1779046653295,1000,3,27,False,0,200,304
long_polling,1000,,30000,1779046653296,1779046654296,1000,2,28,False,0,200,302
long_polling,1000,,30000,1779046654296,1779046655298,1002,3,29,False,0,200,301
long_polling,1000,,30000,1779046655299,1779046656300,1001,3,30,False,0,200,304
long_polling,1000,,30000,1779046656300,1779046657301,1001,2,31,False,0,200,304
long_polling,1000,,30000,1779046657301,1779046658303,1002,3,32,False,0,200,303
long_polling,1000,,30000,1779046658303,1779046659304,1001,2,33,False,0,200,304
long_polling,1000,,30000,1779046659305,1779046660306,1001,3,34,False,0,200,301
long_polling,1000,,30000,1779046660306,1779046661306,1000,2,35,False,0,200,304
long_polling,1000,,30000,1779046661306,1779046662307,1001,2,36,False,0,200,303
long_polling,1000,,30000,1779046662308,1779046663310,1002,3,37,False,0,200,304
