strategy,generation_interval_ms,poll_interval_ms,long_poll_timeout_ms,request_started_at,response_received_at,request_latency_ms,data_age_ms,message_id,duplicate,missed_messages,http_status,response_bytes
grpc,1000,,,1779050674715,1779050674722,-1,73,1,False,0,200,95
grpc,1000,,,1779050674715,1779050675652,-1,2,2,False,0,200,88
grpc,1000,,,1779050674715,1779050676654,-1,3,3,False,0,200,88
grpc,1000,,,1779050674715,1779050677655,-1,2,4,False,0,200,95
grpc,1000,,,1779050674715,1779050678657,-1,2,5,False,0,200,95
grpc,1000,,,1779050674715,1779050679657,-1,1,6,False,0,200,85
grpc,1000,,,1779050674715,1779050680659,-1,2,7,False,0,200,88
grpc,1000,,,1779050674715,1779050681660,-1,2,8,False,0,200,88
grpc,1000,,,1779050674715,1779050682661,-1,2,9,False,0,200,88
grpc,1000,,,1779050674715,1779050683661,-1,1,10,False,0,200,85
grpc,1000,,,1779050674715,1779050684664,-1,3,11,False,0,200,88
grpc,1000,,,1779050674715,1779050685664,-1,1,12,False,0,200,85
grpc,1000,,,1779050674715,1779050686666,-1,2,13,False,0,200,88
grpc,1000,,,1779050674715,1779050687667,-1,2,14,False,0,200,95
grpc,1000,,,1779050674715,1779050688668,-1,1,15,False,0,200,88
grpc,1000,,,1779050674715,1779050689671,-1,3,16,False,0,200,88
grpc,1000,,,1779050674715,1779050690671,-1,1,17,False,0,200,85
grpc,1000,,,1779050674715,1779050691674,-1,2,18,False,0,200,88
grpc,1000,,,1779050674715,1779050692675,-1,2,19,False,0,200,88
grpc,1000,,,1779050674715,1779050693677,-1,2,20,False,0,200,88
grpc,1000,,,1779050674715,1779050694676,-1,1,21,False,0,200,88
grpc,1000,,,1779050674715,1779050695679,-1,2,22,False,0,200,88
grpc,1000,,,1779050674715,1779050696680,-1,2,23,False,0,200,88
grpc,1000,,,1779050674715,1779050697682,-1,2,24,False,0,200,85
grpc,1000,,,1779050674715,1779050698683,-1,2,25,False,0,200,88
grpc,1000,,,1779050674715,1779050699684,-1,2,26,False,0,200,85
grpc,1000,,,1779050674715,1779050700685,-1,2,27,False,0,200,88
grpc,1000,,,1779050674715,1779050701687,-1,2,28,False,0,200,88
grpc,1000,,,1779050674715,1779050702689,-1,2,29,False,0,200,85
grpc,1000,,,1779050674715,1779050703689,-1,1,30,False,0,200,88
grpc,1000,,,1779050674715,1779050704691,-1,2,31,False,0,200,88
grpc,1000,,,1779050674715,1779050705692,-1,1,32,False,0,200,88
grpc,1000,,,1779050674715,1779050706694,-1,2,33,False,0,200,88
grpc,1000,,,1779050674715,1779050707696,-1,3,34,False,0,200,85
grpc,1000,,,1779050674715,1779050708697,-1,2,35,False,0,200,88
grpc,1000,,,1779050674715,1779050709698,-1,2,36,False,0,200,88
grpc,1000,,,1779050674715,1779050710698,-1,1,37,False,0,200,88
grpc,1000,,,1779050674715,1779050711702,-1,2,38,False,0,200,98
grpc,1000,,,1779050674715,1779050712703,-1,2,39,False,0,200,88
grpc,1000,,,1779050674715,1779050713704,-1,1,40,False,0,200,88
grpc,1000,,,1779050674715,1779050714706,-1,1,41,False,0,200,85
grpc,1000,,,1779050674715,1779050715708,-1,2,42,False,0,200,88
grpc,1000,,,1779050674715,1779050716708,-1,1,43,False,0,200,88
grpc,1000,,,1779050674715,1779050717711,-1,2,44,False,0,200,88
grpc,1000,,,1779050674715,1779050718712,-1,2,45,False,0,200,88
grpc,1000,,,1779050674715,1779050719712,-1,1,46,False,0,200,88
grpc,1000,,,1779050674715,1779050720714,-1,2,47,False,0,200,98
grpc,1000,,,1779050674715,1779050721716,-1,2,48,False,0,200,95
grpc,1000,,,1779050674715,1779050722716,-1,1,49,False,0,200,98
grpc,1000,,,1779050674715,1779050723717,-1,1,50,False,0,200,88
grpc,1000,,,1779050674715,1779050724719,-1,2,51,False,0,200,88
grpc,1000,,,1779050674715,1779050725720,-1,2,52,False,0,200,98
grpc,1000,,,1779050674715,1779050726721,-1,2,53,False,0,200,88
grpc,1000,,,1779050674715,1779050727722,-1,2,54,False,0,200,85
grpc,1000,,,1779050674715,1779050728723,-1,2,55,False,0,200,88
grpc,1000,,,1779050674715,1779050729724,-1,2,56,False,0,200,88
grpc,1000,,,1779050674715,1779050730727,-1,3,57,False,0,200,88
grpc,1000,,,1779050674715,1779050731727,-1,1,58,False,0,200,98
grpc,1000,,,1779050674715,1779050732729,-1,2,59,False,0,200,88
grpc,1000,,,1779050674715,1779050733730,-1,2,60,False,0,200,88
grpc,1000,,,1779050674715,1779050734732,-1,2,61,False,0,200,88
grpc,1000,,,1779050674715,1779050735734,-1,1,62,False,0,200,88
grpc,1000,,,1779050674715,1779050736735,-1,1,63,False,0,200,88
grpc,1000,,,1779050674715,1779050737737,-1,2,64,False,0,200,88
grpc,1000,,,1779050674715,1779050738738,-1,1,65,False,0,200,88
grpc,1000,,,1779050674715,1779050739740,-1,2,66,False,0,200,88
grpc,1000,,,1779050674715,1779050740741,-1,1,67,False,0,200,88
grpc,1000,,,1779050674715,1779050741742,-1,1,68,False,0,200,88
grpc,1000,,,1779050674715,1779050742743,-1,1,69,False,0,200,85
grpc,1000,,,1779050674715,1779050743743,-1,1,70,False,0,200,88
grpc,1000,,,1779050674715,1779050744744,-1,1,71,False,0,200,88
grpc,1000,,,1779050674715,1779050745745,-1,1,72,False,0,200,102
grpc,1000,,,1779050674715,1779050746746,-1,1,73,False,0,200,88
grpc,1000,,,1779050674715,1779050747747,-1,2,74,False,0,200,88
grpc,1000,,,1779050674715,1779050748748,-1,2,75,False,0,200,88
grpc,1000,,,1779050674715,1779050749748,-1,1,76,False,0,200,88
