strategy,generation_interval_ms,poll_interval_ms,long_poll_timeout_ms,request_started_at,response_received_at,request_latency_ms,data_age_ms,message_id,duplicate,missed_messages,http_status,response_bytes
mqtt,1000,,,1779052370370,1779052370591,-1,1,1,False,0,200,266
mqtt,1000,,,1779052370370,1779052371593,-1,2,2,False,0,200,263
mqtt,1000,,,1779052370370,1779052372594,-1,2,3,False,0,200,263
mqtt,1000,,,1779052370370,1779052373595,-1,2,4,False,0,200,266
mqtt,1000,,,1779052370370,1779052374596,-1,2,5,False,0,200,266
mqtt,1000,,,1779052370370,1779052375598,-1,2,6,False,0,200,260
mqtt,1000,,,1779052370370,1779052376598,-1,1,7,False,0,200,263
mqtt,1000,,,1779052370370,1779052377599,-1,2,8,False,0,200,263
mqtt,1000,,,1779052370370,1779052378601,-1,2,9,False,0,200,264
mqtt,1000,,,1779052370370,1779052379603,-1,2,10,False,0,200,262
mqtt,1000,,,1779052370370,1779052380604,-1,2,11,False,0,200,265
mqtt,1000,,,1779052370370,1779052381604,-1,1,12,False,0,200,262
mqtt,1000,,,1779052370370,1779052382605,-1,1,13,False,0,200,265
mqtt,1000,,,1779052370370,1779052383606,-1,1,14,False,0,200,268
mqtt,1000,,,1779052370370,1779052384606,-1,1,15,False,0,200,265
mqtt,1000,,,1779052370370,1779052385607,-1,1,16,False,0,200,265
mqtt,1000,,,1779052370370,1779052386608,-1,1,17,False,0,200,262
mqtt,1000,,,1779052370370,1779052387610,-1,2,18,False,0,200,265
mqtt,1000,,,1779052370370,1779052388611,-1,2,19,False,0,200,265
mqtt,1000,,,1779052370370,1779052389612,-1,2,20,False,0,200,265
mqtt,1000,,,1779052370370,1779052390613,-1,1,21,False,0,200,265
mqtt,1000,,,1779052370370,1779052391615,-1,1,22,False,0,200,265
mqtt,1000,,,1779052370370,1779052392616,-1,2,23,False,0,200,265
mqtt,1000,,,1779052370370,1779052393618,-1,2,24,False,0,200,262
mqtt,1000,,,1779052370370,1779052394620,-1,1,25,False,0,200,265
mqtt,1000,,,1779052370370,1779052395621,-1,1,26,False,0,200,262
mqtt,1000,,,1779052370370,1779052396621,-1,1,27,False,0,200,265
mqtt,1000,,,1779052370370,1779052397623,-1,2,28,False,0,200,265
mqtt,1000,,,1779052370370,1779052398623,-1,1,29,False,0,200,262
mqtt,1000,,,1779052370370,1779052399625,-1,2,30,False,0,200,265
mqtt,1000,,,1779052370370,1779052400626,-1,1,31,False,0,200,265
mqtt,1000,,,1779052370370,1779052401627,-1,2,32,False,0,200,265
mqtt,1000,,,1779052370370,1779052402628,-1,2,33,False,0,200,265
mqtt,1000,,,1779052370370,1779052403629,-1,2,34,False,0,200,262
mqtt,1000,,,1779052370370,1779052404630,-1,2,35,False,0,200,265
mqtt,1000,,,1779052370370,1779052405630,-1,1,36,False,0,200,264
mqtt,1000,,,1779052370370,1779052406632,-1,1,37,False,0,200,265
mqtt,1000,,,1779052370370,1779052407633,-1,1,38,False,0,200,271
mqtt,1000,,,1779052370370,1779052408634,-1,1,39,False,0,200,265
mqtt,1000,,,1779052370370,1779052409635,-1,1,40,False,0,200,265
mqtt,1000,,,1779052370370,1779052410637,-1,2,41,False,0,200,262
mqtt,1000,,,1779052370370,1779052411638,-1,1,42,False,0,200,265
mqtt,1000,,,1779052370370,1779052412639,-1,1,43,False,0,200,265
