strategy,generation_interval_ms,poll_interval_ms,long_poll_timeout_ms,request_started_at,response_received_at,request_latency_ms,data_age_ms,message_id,duplicate,missed_messages,http_status,response_bytes
grpc,1000,,,1779051419076,1779051419083,-1,73,1,False,0,200,95
grpc,1000,,,1779051419076,1779051420013,-1,1,2,False,0,200,88
grpc,1000,,,1779051419076,1779051421017,-1,3,3,False,0,200,88
grpc,1000,,,1779051419076,1779051422018,-1,2,4,False,0,200,95
grpc,1000,,,1779051419076,1779051423018,-1,1,5,False,0,200,95
grpc,1000,,,1779051419076,1779051424021,-1,2,6,False,0,200,85
grpc,1000,,,1779051419076,1779051425022,-1,2,7,False,0,200,88
grpc,1000,,,1779051419076,1779051426023,-1,1,8,False,0,200,88
grpc,1000,,,1779051419076,1779051427025,-1,2,9,False,0,200,88
grpc,1000,,,1779051419076,1779051428028,-1,2,10,False,0,200,85
grpc,1000,,,1779051419076,1779051429029,-1,2,11,False,0,200,88
grpc,1000,,,1779051419076,1779051430030,-1,2,12,False,0,200,85
grpc,1000,,,1779051419076,1779051431031,-1,2,13,False,0,200,88
grpc,1000,,,1779051419076,1779051432032,-1,2,14,False,0,200,95
grpc,1000,,,1779051419076,1779051433033,-1,2,15,False,0,200,88
grpc,1000,,,1779051419076,1779051434035,-1,2,16,False,0,200,88
grpc,1000,,,1779051419076,1779051435036,-1,1,17,False,0,200,85
grpc,1000,,,1779051419076,1779051436037,-1,2,18,False,0,200,88
grpc,1000,,,1779051419076,1779051437038,-1,1,19,False,0,200,88
grpc,1000,,,1779051419076,1779051438040,-1,1,20,False,0,200,88
grpc,1000,,,1779051419076,1779051439042,-1,1,21,False,0,200,88
grpc,1000,,,1779051419076,1779051440044,-1,2,22,False,0,200,88
grpc,1000,,,1779051419076,1779051441045,-1,1,23,False,0,200,88
grpc,1000,,,1779051419076,1779051442047,-1,2,24,False,0,200,85
grpc,1000,,,1779051419076,1779051443048,-1,2,25,False,0,200,88
grpc,1000,,,1779051419076,1779051444049,-1,2,26,False,0,200,85
grpc,1000,,,1779051419076,1779051445050,-1,2,27,False,0,200,88
grpc,1000,,,1779051419076,1779051446050,-1,1,28,False,0,200,88
grpc,1000,,,1779051419076,1779051447051,-1,1,29,False,0,200,85
grpc,1000,,,1779051419076,1779051448052,-1,1,30,False,0,200,88
grpc,1000,,,1779051419076,1779051449054,-1,1,31,False,0,200,88
grpc,1000,,,1779051419076,1779051450055,-1,1,32,False,0,200,88
grpc,1000,,,1779051419076,1779051451056,-1,1,33,False,0,200,88
grpc,1000,,,1779051419076,1779051452056,-1,1,34,False,0,200,85
grpc,1000,,,1779051419076,1779051453058,-1,1,35,False,0,200,88
grpc,1000,,,1779051419076,1779051454059,-1,1,36,False,0,200,88
grpc,1000,,,1779051419076,1779051455060,-1,1,37,False,0,200,88
grpc,1000,,,1779051419076,1779051456060,-1,1,38,False,0,200,98
grpc,1000,,,1779051419076,1779051457061,-1,1,39,False,0,200,88
grpc,1000,,,1779051419076,1779051458061,-1,1,40,False,0,200,88
grpc,1000,,,1779051419076,1779051459063,-1,1,41,False,0,200,85
grpc,1000,,,1779051419076,1779051460065,-1,1,42,False,0,200,88
grpc,1000,,,1779051419076,1779051461066,-1,1,43,False,0,200,88
grpc,1000,,,1779051419076,1779051462068,-1,1,44,False,0,200,88
grpc,1000,,,1779051419076,1779051463069,-1,1,45,False,0,200,88
grpc,1000,,,1779051419076,1779051464069,-1,1,46,False,0,200,88
grpc,1000,,,1779051419076,1779051465070,-1,1,47,False,0,200,98
